Batch_ID,Product_Type,Production_Line,Machine_ID,Workers_Assigned,Raw_Material_Quantity,Batch_Size,Production_Priority,Quality_Check_Level,Machine_Load,Temperature_Control,Shift,Processing_Time,Worker_Wage_Rate_INR_per_Min,Machine_Usage_Rate_INR_per_Min,Raw_Material_Cost_INR,Batch_Cost_INR,Production_Timestamp
B2420,OncoDrug_D,Line_4,M5,3,156.52,76,Medium,Standard,0.46,Controlled_Adjustment,Evening,36.72,2.67,9.68,20240.96,20890.29,05/02/2024 00:00
B2421,OncoDrug_C,Line_3,M3,2,114.75,130,Low,Strict,0.55,Controlled_Adjustment,Night,60.5,2.15,9.95,13060.57,13922.7,05/02/2024 02:00
B2422,OncoDrug_C,Line_4,M3,3,128.87,133,Medium,Strict,0.78,Stable,Morning,60.63,3.5,19.47,18658.42,20475.3,05/02/2024 04:00
B2423,OncoDrug_D,Line_2,M4,5,130.54,167,High,Critical,0.65,Controlled_Adjustment,Evening,63.54,3.63,14.43,15499.8,17571.2,05/02/2024 06:00
B2424,OncoDrug_A,Line_2,M5,6,82.57,126,Medium,Strict,0.61,Controlled_Adjustment,Evening,44.71,3.58,17.65,9978.36,11728.75,05/02/2024 08:00
B2425,OncoDrug_D,Line_2,M5,4,126.09,61,Medium,Critical,0.88,Controlled_Adjustment,Morning,58.53,3.07,18.23,11021.64,12806.8,05/02/2024 10:00
B2426,OncoDrug_D,Line_4,M2,3,184.08,118,Low,Strict,0.81,Controlled_Adjustment,Night,65.56,2.35,18.48,19540.29,21214.26,05/02/2024 12:00
B2427,OncoDrug_D,Line_1,M3,6,149.39,172,Low,Standard,0.61,Controlled_Adjustment,Morning,62.14,2.1,10.6,16659.17,18100.82,05/02/2024 14:00
B2428,OncoDrug_D,Line_3,M4,2,117.48,132,Low,Standard,0.86,Controlled_Adjustment,Night,61.62,2.78,11.08,10236.52,11262.5,05/02/2024 16:00
B2429,OncoDrug_B,Line_2,M2,3,206.28,144,Medium,Strict,0.9,Stable,Evening,66.46,2.45,14.43,20238.12,21685.84,05/02/2024 18:00
B2430,OncoDrug_D,Line_1,M3,6,167.16,151,Low,Standard,0.74,Stable,Night,56.65,3.38,16.53,14442.49,16529.1,05/02/2024 20:00
B2431,OncoDrug_C,Line_1,M5,2,219.12,170,Medium,Critical,0.81,Stable,Morning,91.38,2.77,17.9,22989.92,25131.26,05/02/2024 22:00
B2432,OncoDrug_B,Line_3,M5,7,126.04,93,Low,Critical,0.43,Minor_Fluctuation,Morning,56.99,2.95,11.0,16019.44,17823.17,06/02/2024 00:00
B2433,OncoDrug_A,Line_3,M1,3,143.27,197,Medium,Critical,0.89,Minor_Fluctuation,Night,90.49,2.3,11.05,20816.25,22440.55,06/02/2024 02:00
B2434,OncoDrug_A,Line_1,M2,6,213.75,190,Medium,Standard,0.74,Stable,Morning,67.76,2.12,19.83,28632.34,30836.8,06/02/2024 04:00
B2435,OncoDrug_B,Line_3,M2,2,236.53,193,Medium,Critical,0.84,Controlled_Adjustment,Night,100.17,2.63,14.47,33247.54,35224.23,06/02/2024 06:00
B2436,OncoDrug_D,Line_1,M1,2,232.21,196,High,Critical,0.42,Minor_Fluctuation,Evening,76.75,2.95,14.37,28946.41,30501.88,06/02/2024 08:00
B2437,OncoDrug_D,Line_2,M4,7,152.69,173,Low,Critical,0.76,Controlled_Adjustment,Evening,91.5,2.6,13.9,12899.51,15836.66,06/02/2024 10:00
B2438,OncoDrug_C,Line_2,M2,3,165.01,198,High,Standard,0.73,Minor_Fluctuation,Night,60.4,2.1,17.87,18624.56,20084.22,06/02/2024 12:00
B2439,OncoDrug_A,Line_4,M4,5,115.7,188,High,Critical,0.82,Stable,Night,71.13,3.28,10.33,11364.15,13266.87,06/02/2024 14:00
B2440,OncoDrug_B,Line_2,M2,7,99.02,192,Medium,Strict,0.83,Controlled_Adjustment,Night,73.01,3.37,9.47,7976.78,10388.54,06/02/2024 16:00
B2441,OncoDrug_A,Line_2,M4,5,122.49,115,High,Standard,0.7,Minor_Fluctuation,Morning,42.25,2.4,12.93,16166.24,17219.67,06/02/2024 18:00
B2442,OncoDrug_C,Line_1,M4,3,220.85,114,Low,Strict,0.52,Minor_Fluctuation,Evening,61.87,2.8,14.35,21865.68,23273.22,06/02/2024 20:00
B2443,OncoDrug_C,Line_1,M2,2,134.16,120,Medium,Strict,0.62,Controlled_Adjustment,Morning,57.14,2.57,8.97,12553.74,13359.41,06/02/2024 22:00
B2444,OncoDrug_A,Line_2,M5,7,215.06,146,Medium,Standard,0.86,Minor_Fluctuation,Evening,59.84,2.93,15.93,19619.21,21801.37,07/02/2024 00:00
B2445,OncoDrug_B,Line_3,M5,6,149.89,105,Medium,Critical,0.61,Stable,Night,59.01,2.37,9.07,13725.04,15098.01,07/02/2024 02:00
B2446,OncoDrug_D,Line_3,M4,6,202.19,193,Low,Strict,0.83,Controlled_Adjustment,Morning,85.85,2.48,18.95,18520.69,21426.72,07/02/2024 04:00
B2447,OncoDrug_D,Line_3,M3,3,229.88,181,Medium,Standard,0.59,Stable,Evening,57.31,2.58,19.55,26745.86,28310.42,07/02/2024 06:00
B2448,OncoDrug_C,Line_3,M3,5,132.87,106,High,Standard,0.62,Minor_Fluctuation,Evening,35.81,2.45,19.38,16361.8,17494.59,07/02/2024 08:00
B2449,OncoDrug_C,Line_1,M2,6,150.51,92,Medium,Standard,0.64,Stable,Evening,38.3,2.3,11.57,19377.54,20349.09,07/02/2024 10:00
B2450,OncoDrug_C,Line_1,M5,3,109.19,157,High,Standard,0.63,Minor_Fluctuation,Evening,48.5,2.78,12.3,9617.02,10618.54,07/02/2024 12:00
B2451,OncoDrug_B,Line_2,M2,2,164.27,120,High,Critical,0.59,Minor_Fluctuation,Morning,62.32,3.45,13.02,19032.27,20273.48,07/02/2024 14:00
B2452,OncoDrug_B,Line_2,M1,6,146.62,108,Medium,Strict,0.77,Stable,Morning,54.51,2.7,17.27,18638.9,20463.17,07/02/2024 16:00
B2453,OncoDrug_B,Line_3,M3,4,175.32,176,Low,Strict,0.52,Minor_Fluctuation,Morning,75.94,2.42,14.65,24843.83,26690.44,07/02/2024 18:00
B2454,OncoDrug_D,Line_3,M1,7,202.99,179,Medium,Standard,0.81,Stable,Evening,66.77,2.67,16.63,18048.86,20405.85,07/02/2024 20:00
B2455,OncoDrug_B,Line_4,M1,7,214.56,142,Medium,Critical,0.85,Minor_Fluctuation,Evening,77.4,2.67,15.47,24439.82,27081.74,07/02/2024 22:00
B2456,OncoDrug_C,Line_1,M4,4,92.87,89,Low,Strict,0.76,Minor_Fluctuation,Morning,46.77,2.58,13.9,7862.24,8995.64,08/02/2024 00:00
B2457,OncoDrug_C,Line_4,M1,2,246.89,141,High,Strict,0.61,Stable,Evening,59.5,2.73,13.9,23752.91,24905.23,08/02/2024 02:00
B2458,OncoDrug_D,Line_4,M3,6,175.04,126,Medium,Strict,0.52,Controlled_Adjustment,Morning,49.16,2.97,17.88,18591.64,20345.83,08/02/2024 04:00
B2459,OncoDrug_B,Line_4,M3,5,202.87,181,Medium,Critical,0.59,Stable,Morning,76.78,3.58,15.22,19320.24,21864.21,08/02/2024 06:00
B2460,OncoDrug_D,Line_2,M3,7,223.2,196,Medium,Standard,0.4,Minor_Fluctuation,Night,61.58,3.3,9.12,18894.03,20877.93,08/02/2024 08:00
B2461,OncoDrug_D,Line_2,M3,2,179.23,160,High,Critical,0.69,Stable,Night,74.62,3.02,16.32,20837.53,22505.29,08/02/2024 10:00
B2462,OncoDrug_A,Line_1,M4,2,82.49,103,Low,Standard,0.81,Controlled_Adjustment,Night,49.19,3.52,15.68,11843.12,12960.56,08/02/2024 12:00
B2463,OncoDrug_B,Line_1,M5,4,153.64,149,High,Critical,0.89,Stable,Morning,68.77,3.42,17.88,13973.87,16143.56,08/02/2024 14:00
B2464,OncoDrug_A,Line_4,M2,3,150.55,70,High,Standard,0.55,Minor_Fluctuation,Evening,30.38,2.65,12.27,14308.39,14922.57,08/02/2024 16:00
B2465,OncoDrug_D,Line_4,M3,7,227.67,197,Low,Critical,0.68,Minor_Fluctuation,Evening,94.71,3.3,13.92,19440.18,22946.03,08/02/2024 18:00
B2466,OncoDrug_D,Line_3,M5,3,102.72,174,High,Strict,0.85,Controlled_Adjustment,Evening,65.7,3.02,16.73,10116.37,11810.34,08/02/2024 20:00
B2467,OncoDrug_C,Line_3,M1,7,207.2,120,Low,Critical,0.58,Minor_Fluctuation,Night,72.16,2.73,10.92,23292.97,25461.38,08/02/2024 22:00
B2468,OncoDrug_A,Line_2,M3,7,117.18,159,High,Strict,0.85,Stable,Night,57.58,3.15,13.98,15720.67,17795.47,09/02/2024 00:00
B2469,OncoDrug_C,Line_2,M5,5,142.62,87,Medium,Standard,0.52,Controlled_Adjustment,Evening,40.86,2.6,17.9,14045.17,15307.74,09/02/2024 02:00
B2470,OncoDrug_B,Line_4,M3,6,229.46,138,High,Standard,0.71,Controlled_Adjustment,Evening,49.73,2.08,11.93,32779.58,33994.65,09/02/2024 04:00
B2471,OncoDrug_D,Line_2,M1,4,167.41,163,Medium,Strict,0.77,Minor_Fluctuation,Night,66.91,2.28,12.62,22159.0,23614.29,09/02/2024 06:00
B2472,OncoDrug_D,Line_3,M3,2,178.04,97,High,Critical,0.45,Controlled_Adjustment,Evening,53.67,3.22,15.83,26676.35,27871.41,09/02/2024 08:00
B2473,OncoDrug_D,Line_4,M1,4,177.1,72,Low,Critical,0.47,Stable,Evening,54.04,3.23,19.97,24694.94,26472.85,09/02/2024 10:00
B2474,OncoDrug_B,Line_2,M2,7,176.25,107,Low,Standard,0.57,Stable,Morning,48.06,3.65,19.9,24428.06,26612.39,09/02/2024 12:00
B2475,OncoDrug_D,Line_1,M5,4,80.91,62,Medium,Strict,0.74,Stable,Night,40.26,3.4,10.4,9796.89,10763.13,09/02/2024 14:00
B2476,OncoDrug_D,Line_1,M2,2,91.79,88,High,Strict,0.82,Stable,Morning,50.42,2.7,19.4,8813.39,10063.81,09/02/2024 16:00
B2477,OncoDrug_B,Line_1,M4,4,227.63,198,Medium,Critical,0.91,Controlled_Adjustment,Morning,95.29,2.9,17.32,26618.45,29373.92,09/02/2024 18:00
B2478,OncoDrug_D,Line_4,M1,4,159.78,71,Low,Strict,0.67,Minor_Fluctuation,Night,47.82,2.62,8.55,13378.95,14288.33,09/02/2024 20:00
B2479,OncoDrug_A,Line_3,M5,4,221.58,114,High,Standard,0.88,Controlled_Adjustment,Morning,51.96,3.43,9.57,20322.34,21533.01,09/02/2024 22:00
B2480,OncoDrug_C,Line_3,M1,6,89.25,118,Low,Strict,0.78,Stable,Morning,53.41,3.37,9.38,12201.6,13781.65,10/02/2024 00:00
B2481,OncoDrug_D,Line_4,M5,2,110.49,152,Medium,Strict,0.92,Controlled_Adjustment,Morning,70.83,2.82,15.05,14140.32,15605.32,10/02/2024 02:00
B2482,OncoDrug_A,Line_3,M1,2,183.65,102,Low,Critical,0.65,Stable,Night,76.38,2.62,19.03,22906.9,24760.39,10/02/2024 04:00
B2483,OncoDrug_D,Line_3,M4,3,148.32,125,Low,Critical,0.71,Minor_Fluctuation,Morning,72.79,3.08,15.62,17920.62,19730.66,10/02/2024 06:00
B2484,OncoDrug_C,Line_4,M4,5,140.34,67,Low,Critical,0.44,Stable,Morning,46.85,3.38,18.78,13646.39,15318.94,10/02/2024 08:00
B2485,OncoDrug_A,Line_3,M4,7,192.04,66,High,Critical,0.68,Stable,Evening,45.64,2.97,12.3,24550.44,26059.6,10/02/2024 10:00
B2486,OncoDrug_B,Line_3,M1,4,205.36,147,Medium,Strict,0.89,Stable,Night,68.2,2.6,12.22,26365.42,27907.88,10/02/2024 12:00
B2487,OncoDrug_A,Line_4,M3,2,159.05,154,Low,Standard,0.83,Stable,Evening,65.43,2.32,14.65,13470.27,14731.97,10/02/2024 14:00
B2488,OncoDrug_B,Line_1,M3,5,218.89,123,Low,Strict,0.89,Stable,Evening,71.49,3.62,9.5,20740.61,22712.55,10/02/2024 16:00
B2489,OncoDrug_B,Line_2,M3,3,160.74,109,Medium,Strict,0.55,Controlled_Adjustment,Night,45.26,2.15,17.72,17792.81,18886.59,10/02/2024 18:00
B2490,OncoDrug_B,Line_4,M5,5,245.42,185,Medium,Standard,0.49,Minor_Fluctuation,Night,59.84,3.05,9.87,23628.21,25131.19,10/02/2024 20:00
B2491,OncoDrug_C,Line_3,M5,5,220.53,87,Medium,Critical,0.6,Controlled_Adjustment,Evening,55.82,2.2,8.92,20891.55,22003.3,10/02/2024 22:00
B2492,OncoDrug_B,Line_1,M5,7,232.7,141,Low,Critical,0.59,Controlled_Adjustment,Night,78.71,2.17,13.35,31709.24,33953.79,11/02/2024 00:00
B3479,OncoDrug_D,Line_4,M4,2,82.53,162,Medium,Critical,0.48,Stable,Night,67.41,3.33,14.02,8841.98,10236.24,03/05/2024 06:00
B3480,OncoDrug_A,Line_4,M3,2,223.94,119,Low,Critical,0.8,Controlled_Adjustment,Evening,83.8,2.92,15.18,20005.84,21767.04,03/05/2024 08:00
B3481,OncoDrug_C,Line_1,M4,5,111.34,190,Low,Strict,0.49,Stable,Night,69.52,3.17,9.12,11782.45,13516.97,03/05/2024 10:00
B3482,OncoDrug_B,Line_4,M1,4,186.5,150,Low,Critical,0.81,Minor_Fluctuation,Night,84.02,2.4,9.68,23781.27,25401.46,03/05/2024 12:00
B3483,OncoDrug_A,Line_4,M3,2,96.13,79,Medium,Critical,0.89,Stable,Evening,54.83,3.45,13.15,8804.16,9903.5,03/05/2024 14:00
B3484,OncoDrug_C,Line_3,M2,4,157.48,186,High,Critical,0.94,Controlled_Adjustment,Morning,79.38,3.62,15.1,19327.85,21674.85,03/05/2024 16:00
B3485,OncoDrug_B,Line_2,M3,2,225.62,72,Low,Standard,0.83,Minor_Fluctuation,Evening,52.15,2.17,17.72,21598.84,22748.75,03/05/2024 18:00
B3486,OncoDrug_D,Line_3,M5,6,146.97,143,Medium,Strict,0.42,Minor_Fluctuation,Evening,52.21,3.37,11.62,20781.76,22442.9,03/05/2024 20:00
B3487,OncoDrug_D,Line_3,M5,2,167.63,101,Medium,Strict,0.73,Stable,Evening,55.83,3.22,12.38,21053.82,22104.35,03/05/2024 22:00
B3488,OncoDrug_A,Line_1,M4,2,207.92,85,Medium,Strict,0.5,Controlled_Adjustment,Morning,46.42,2.27,15.48,17330.29,18259.46,04/05/2024 00:00
B3489,OncoDrug_A,Line_2,M3,6,246.06,183,High,Standard,0.75,Stable,Evening,62.65,3.07,17.47,25774.59,28021.63,04/05/2024 02:00
B3490,OncoDrug_C,Line_1,M4,3,118.22,177,High,Strict,0.82,Stable,Night,65.84,3.0,12.85,10815.82,12254.43,04/05/2024 04:00
B3491,OncoDrug_D,Line_3,M1,5,114.42,154,High,Critical,0.57,Minor_Fluctuation,Morning,57.02,2.47,19.03,11696.9,13485.42,04/05/2024 06:00
B3492,OncoDrug_A,Line_2,M1,4,202.81,101,High,Strict,0.75,Controlled_Adjustment,Morning,50.54,3.22,10.93,27393.17,28596.02,04/05/2024 08:00
B3493,OncoDrug_C,Line_1,M4,6,144.07,188,High,Strict,0.5,Stable,Night,57.76,3.07,10.35,15644.67,17305.27,04/05/2024 10:00
B3494,OncoDrug_D,Line_4,M2,5,209.82,172,High,Critical,0.75,Controlled_Adjustment,Morning,77.35,2.17,10.62,25527.54,27186.7,04/05/2024 12:00
B3495,OncoDrug_B,Line_4,M1,3,90.86,167,High,Critical,0.57,Stable,Morning,56.52,3.1,11.55,12208.74,13387.18,04/05/2024 14:00
B3496,OncoDrug_A,Line_2,M2,4,208.78,94,High,Strict,0.54,Controlled_Adjustment,Night,40.96,3.18,11.52,22982.59,23975.87,04/05/2024 16:00
B3497,OncoDrug_A,Line_3,M1,3,102.9,110,Medium,Standard,0.93,Stable,Evening,50.29,2.13,18.18,12951.52,14187.81,04/05/2024 18:00
B3498,OncoDrug_A,Line_1,M5,2,84.36,118,Low,Critical,0.5,Minor_Fluctuation,Night,63.76,2.25,14.95,7007.04,8247.17,04/05/2024 20:00
B3499,OncoDrug_A,Line_1,M4,7,147.7,74,High,Strict,0.66,Minor_Fluctuation,Evening,39.73,2.55,14.32,16688.99,17966.97,04/05/2024 22:00
B2493,OncoDrug_A,Line_4,M2,6,161.34,69,High,Standard,0.68,Stable,Evening,30.88,2.38,14.23,12943.02,13824.13,11/02/2024 02:00
B2494,OncoDrug_C,Line_2,M2,5,162.93,124,High,Strict,0.65,Minor_Fluctuation,Evening,52.37,2.87,11.38,17183.88,18530.66,11/02/2024 04:00
B2495,OncoDrug_D,Line_2,M1,7,203.25,77,High,Critical,0.77,Stable,Night,49.86,2.65,14.97,19094.87,20766.01,11/02/2024 06:00
B2496,OncoDrug_C,Line_2,M1,6,248.21,196,High,Critical,0.92,Minor_Fluctuation,Night,87.14,3.27,11.67,28414.66,31139.24,11/02/2024 08:00
B2497,OncoDrug_D,Line_3,M1,5,196.8,130,Medium,Strict,0.46,Minor_Fluctuation,Morning,53.04,2.78,8.62,17441.36,18636.52,11/02/2024 10:00
B2498,OncoDrug_C,Line_1,M2,5,150.74,121,Medium,Strict,0.9,Stable,Morning,64.69,2.98,12.82,18863.01,20657.08,11/02/2024 12:00
B2499,OncoDrug_C,Line_3,M5,5,244.94,131,Low,Strict,0.6,Minor_Fluctuation,Evening,66.57,2.52,11.43,22016.59,23615.38,11/02/2024 14:00
B2500,OncoDrug_B,Line_1,M3,7,225.3,112,High,Critical,0.55,Stable,Morning,54.18,3.62,15.08,27547.28,29736.16,11/02/2024 16:00
B2501,OncoDrug_A,Line_4,M4,7,244.89,131,Medium,Strict,0.6,Stable,Morning,58.04,2.08,11.75,23924.5,25452.89,11/02/2024 18:00
B2502,OncoDrug_C,Line_3,M5,3,142.46,135,High,Critical,0.71,Minor_Fluctuation,Night,63.97,3.02,13.45,18105.29,19544.61,11/02/2024 20:00
B2503,OncoDrug_B,Line_4,M2,2,122.95,143,High,Standard,0.54,Stable,Night,46.9,2.35,14.78,9841.61,10755.38,11/02/2024 22:00
B2504,OncoDrug_B,Line_3,M4,3,214.74,79,Medium,Critical,0.61,Stable,Evening,54.49,2.0,12.87,21597.9,22625.94,12/02/2024 00:00
B2505,OncoDrug_D,Line_4,M1,3,241.25,82,Low,Standard,0.56,Minor_Fluctuation,Evening,44.67,2.12,13.57,23321.27,24210.94,12/02/2024 02:00
B2506,OncoDrug_B,Line_4,M2,4,180.29,75,Medium,Critical,0.74,Minor_Fluctuation,Night,56.01,2.48,8.53,24134.03,25168.35,12/02/2024 04:00
B2507,OncoDrug_A,Line_1,M5,6,200.38,141,Medium,Critical,0.49,Minor_Fluctuation,Evening,71.91,3.4,18.42,18898.18,21689.49,12/02/2024 06:00
B2508,OncoDrug_C,Line_4,M4,2,166.8,175,High,Strict,0.77,Minor_Fluctuation,Morning,70.57,2.87,16.17,20656.78,22202.27,12/02/2024 08:00
B2509,OncoDrug_B,Line_2,M2,7,173.7,111,Low,Standard,0.91,Stable,Morning,55.03,2.0,9.05,14199.4,15467.84,12/02/2024 10:00
B2510,OncoDrug_A,Line_2,M3,3,116.64,91,Medium,Standard,0.43,Minor_Fluctuation,Evening,34.26,2.93,9.52,16861.44,17488.97,12/02/2024 12:00
B2511,OncoDrug_C,Line_3,M1,5,144.56,101,Low,Standard,0.62,Controlled_Adjustment,Evening,47.0,2.17,18.57,12834.42,14216.22,12/02/2024 14:00
B2512,OncoDrug_B,Line_2,M4,2,115.83,144,High,Standard,0.86,Controlled_Adjustment,Night,50.52,2.6,16.53,15971.04,17069.01,12/02/2024 16:00
B2513,OncoDrug_D,Line_1,M4,7,94.88,174,High,Critical,0.59,Minor_Fluctuation,Night,66.02,2.8,10.8,13976.73,15983.74,12/02/2024 18:00
B2514,OncoDrug_A,Line_2,M1,4,188.31,76,Medium,Standard,0.76,Minor_Fluctuation,Night,40.49,2.62,10.3,22968.43,23809.28,12/02/2024 20:00
B2515,OncoDrug_A,Line_2,M2,5,205.64,102,High,Standard,0.59,Stable,Evening,37.28,2.2,13.45,26212.69,27124.19,12/02/2024 22:00
B2516,OncoDrug_C,Line_1,M5,2,200.06,142,Medium,Standard,0.57,Minor_Fluctuation,Morning,52.99,2.45,11.82,29892.99,30778.8,13/02/2024 00:00
B2517,OncoDrug_C,Line_2,M4,2,239.03,173,High,Standard,0.91,Stable,Evening,62.09,2.43,10.6,23138.16,24098.48,13/02/2024 02:00
B2518,OncoDrug_D,Line_3,M3,5,126.4,178,Medium,Strict,0.93,Minor_Fluctuation,Morning,72.15,2.38,16.82,10643.86,12716.97,13/02/2024 04:00
B2519,OncoDrug_B,Line_1,M1,2,207.7,163,High,Critical,0.72,Minor_Fluctuation,Evening,66.82,3.1,10.85,28500.31,29639.59,13/02/2024 06:00
B2520,OncoDrug_B,Line_1,M4,3,240.06,172,Low,Standard,0.4,Minor_Fluctuation,Morning,65.42,2.42,19.77,25966.98,27734.41,13/02/2024 08:00
B2521,OncoDrug_A,Line_4,M2,3,232.25,191,Low,Standard,0.57,Controlled_Adjustment,Evening,67.65,2.9,14.45,22995.65,24561.75,13/02/2024 10:00
B2522,OncoDrug_A,Line_2,M2,2,204.05,190,Low,Strict,0.59,Controlled_Adjustment,Night,85.9,3.42,16.13,26821.45,28794.28,13/02/2024 12:00
B2523,OncoDrug_D,Line_4,M1,2,99.88,169,Medium,Critical,0.73,Controlled_Adjustment,Evening,78.06,2.75,8.73,9139.58,10250.64,13/02/2024 14:00
B2524,OncoDrug_D,Line_4,M5,2,146.32,129,Medium,Standard,0.9,Controlled_Adjustment,Night,59.91,3.12,9.83,21247.02,22209.58,13/02/2024 16:00
B2525,OncoDrug_B,Line_1,M4,5,228.41,163,Medium,Standard,0.76,Minor_Fluctuation,Night,58.68,3.1,17.52,24660.94,26598.36,13/02/2024 18:00
B2526,OncoDrug_C,Line_1,M1,2,240.25,120,High,Standard,0.83,Minor_Fluctuation,Night,49.66,3.53,11.6,20350.89,21277.87,13/02/2024 20:00
B2527,OncoDrug_B,Line_2,M2,3,205.61,110,Medium,Strict,0.76,Minor_Fluctuation,Morning,57.69,3.52,10.12,17934.83,19127.09,13/02/2024 22:00
B2528,OncoDrug_C,Line_2,M4,3,214.21,184,High,Strict,0.85,Minor_Fluctuation,Evening,70.02,2.55,12.43,18872.03,20278.27,14/02/2024 00:00
B2529,OncoDrug_C,Line_1,M5,2,197.64,81,High,Critical,0.52,Stable,Night,51.75,2.0,11.5,25340.34,26142.46,14/02/2024 02:00
B2530,OncoDrug_C,Line_2,M1,3,220.0,81,Medium,Critical,0.66,Minor_Fluctuation,Night,55.18,2.77,17.13,26183.04,27586.46,14/02/2024 04:00
B2531,OncoDrug_B,Line_1,M4,6,94.4,140,Low,Standard,0.6,Stable,Night,46.83,2.73,11.03,9013.66,10298.36,14/02/2024 06:00
B2532,OncoDrug_A,Line_2,M4,6,178.0,86,Medium,Strict,0.83,Stable,Night,48.41,2.98,8.42,22702.86,23976.85,14/02/2024 08:00
B2533,OncoDrug_D,Line_1,M5,3,196.26,85,Medium,Critical,0.92,Minor_Fluctuation,Evening,63.56,3.48,17.18,19131.96,20888.33,14/02/2024 10:00
B2534,OncoDrug_A,Line_1,M3,4,191.59,191,Medium,Standard,0.71,Minor_Fluctuation,Morning,63.45,2.72,14.97,23545.54,25184.67,14/02/2024 12:00
B2535,OncoDrug_A,Line_2,M5,4,87.49,140,High,Critical,0.76,Controlled_Adjustment,Night,61.35,2.32,18.52,11171.61,12876.12,14/02/2024 14:00
B2536,OncoDrug_B,Line_3,M1,3,221.72,163,High,Strict,0.58,Minor_Fluctuation,Evening,63.41,2.82,9.4,24630.39,25762.26,14/02/2024 16:00
B2537,OncoDrug_B,Line_1,M2,5,150.24,117,Low,Standard,0.7,Minor_Fluctuation,Evening,51.18,2.6,16.03,16175.99,17661.92,14/02/2024 18:00
B2538,OncoDrug_C,Line_2,M3,5,174.58,191,Medium,Critical,0.63,Minor_Fluctuation,Night,78.52,2.38,11.17,17171.97,18984.47,14/02/2024 20:00
B2539,OncoDrug_C,Line_1,M3,6,222.2,130,Medium,Critical,0.91,Minor_Fluctuation,Evening,77.88,2.93,15.95,22673.28,25286.16,14/02/2024 22:00
B2540,OncoDrug_D,Line_1,M3,3,195.16,119,Medium,Strict,0.64,Controlled_Adjustment,Morning,58.05,3.55,18.88,18852.91,20567.32,15/02/2024 00:00
B2541,OncoDrug_B,Line_3,M1,5,144.44,65,High,Critical,0.54,Controlled_Adjustment,Evening,42.38,2.28,15.38,17090.21,18225.99,15/02/2024 02:00
B2542,OncoDrug_D,Line_1,M5,2,132.44,65,High,Strict,0.58,Minor_Fluctuation,Evening,37.21,2.67,15.25,16816.72,17582.63,15/02/2024 04:00
B2543,OncoDrug_D,Line_1,M2,7,154.9,171,High,Standard,0.74,Stable,Evening,53.61,3.27,16.9,23208.85,25340.74,15/02/2024 06:00
B2544,OncoDrug_D,Line_3,M2,5,192.12,77,Low,Standard,0.47,Minor_Fluctuation,Morning,36.17,2.77,12.58,27700.43,28655.92,15/02/2024 08:00
B2545,OncoDrug_C,Line_2,M4,2,107.24,171,Medium,Critical,0.64,Stable,Morning,79.16,3.22,16.48,9210.59,11024.67,15/02/2024 10:00
B2546,OncoDrug_D,Line_4,M4,3,137.89,186,Low,Critical,0.41,Controlled_Adjustment,Morning,85.75,3.62,9.97,13299.69,15084.72,15/02/2024 12:00
B2547,OncoDrug_A,Line_3,M4,6,221.94,194,Low,Strict,0.47,Controlled_Adjustment,Evening,82.09,3.05,17.92,22069.89,25042.92,15/02/2024 14:00
B2548,OncoDrug_A,Line_1,M5,2,151.34,113,Medium,Standard,0.52,Stable,Morning,45.09,3.63,11.43,18285.66,19128.84,15/02/2024 16:00
B2549,OncoDrug_A,Line_4,M1,7,212.87,107,High,Standard,0.78,Controlled_Adjustment,Night,44.09,2.98,13.87,25467.27,26999.39,15/02/2024 18:00
B2550,OncoDrug_D,Line_4,M1,7,172.51,118,Medium,Standard,0.69,Controlled_Adjustment,Night,52.15,3.03,17.9,14411.82,16452.62,15/02/2024 20:00
B2551,OncoDrug_B,Line_4,M4,5,149.78,102,Low,Strict,0.84,Controlled_Adjustment,Morning,60.29,3.33,14.58,14702.4,16586.47,15/02/2024 22:00
B2552,OncoDrug_B,Line_1,M1,6,95.29,95,Medium,Standard,0.65,Controlled_Adjustment,Morning,40.96,2.48,19.37,9031.07,10434.63,16/02/2024 00:00
B2553,OncoDrug_B,Line_2,M2,3,192.68,183,Low,Critical,0.82,Minor_Fluctuation,Morning,96.85,2.47,11.57,21947.15,23784.07,16/02/2024 02:00
B2554,OncoDrug_A,Line_1,M4,7,173.97,165,High,Critical,0.51,Stable,Morning,66.37,2.47,19.32,22854.97,25283.01,16/02/2024 04:00
B2555,OncoDrug_C,Line_2,M4,5,149.31,75,High,Critical,0.49,Controlled_Adjustment,Evening,40.85,2.88,8.82,16041.11,16990.19,16/02/2024 06:00
B2556,OncoDrug_A,Line_3,M5,3,112.88,121,Medium,Strict,0.94,Stable,Evening,55.89,2.58,17.48,10931.37,12341.66,16/02/2024 08:00
B2557,OncoDrug_B,Line_2,M4,2,103.99,91,High,Strict,0.85,Controlled_Adjustment,Morning,43.29,3.35,16.93,9456.92,10480.01,16/02/2024 10:00
B2558,OncoDrug_A,Line_2,M2,7,170.98,81,High,Critical,0.77,Controlled_Adjustment,Morning,49.39,2.68,19.13,15547.54,17420.24,16/02/2024 12:00
B2559,OncoDrug_B,Line_4,M2,5,246.14,187,Low,Standard,0.82,Stable,Night,74.3,3.4,11.47,30681.82,32796.89,16/02/2024 14:00
B2560,OncoDrug_A,Line_1,M1,6,210.56,175,High,Strict,0.65,Minor_Fluctuation,Evening,66.92,3.58,10.72,26349.65,28505.59,16/02/2024 16:00
